rpt_rec_num,prvdr_num,npi,prvdr_ctrl_type_cd,fy_bgn_dt,fy_end_dt,rpt_stus_cd,facility_name,address,city,state,zip,certifier_name,certifier_printed_name,certifier_title,certifier_date
1398718,145413,,4,01/01/2024,04/30/2024,2,APERION CARE TOLUCA,101 EAST VIA GHIGLIERI,TOLUCA,IL,61369,LISA ULBERT,LISA ULBERT,CHIEF EXECUTIVE OFFICER,09/30/2024
1398793,175472,,4,01/01/2024,04/30/2024,2,HILLSIDE VILLAGE OF DESOTO,33600 WEST 85TH STREET,DESOTO,KS,66018,,MIKE EGAN,OWNER,
1398799,195291,,6,01/01/2024,02/29/2024,2,HERITAGE MANOR HEALTH AND REHAB. CTR,110 SERIO BOULEVARD,FERRIDAY,LA,71334,,THOMAS GOLDIE,DIRECTOR OF REIMBURSEMENT,
1398832,675417,,11,12/01/2023,03/31/2024,2,FAIR PARK HEALTH & REHABILITATION CE,2815 MARTIN LUTHER KING JR BLVD,DALLAS,TX,75215,CHRIS EAMIGUEL,CHRIS EAMIGUEL,CFO,09/03/2024
1398833,675945,,4,01/01/2024,03/31/2024,2,WELLINGTON CARE CENTER,1506 CHILDRESS ST,WELLINGTON,TX,79095,CHRIS EAMIGUEL,CHRIS EAMIGUEL,CFO,09/03/2024
1398834,675958,,4,01/01/2024,05/31/2024,2,CHRISTIAN CARE CENTER,8 EAST MIDWAY,TEXARKANA,TX,75501,MICHAEL WHITE,MICHAEL WHITE,CFO,09/23/2024
1398835,676454,,4,01/01/2024,03/31/2024,2,VIBRALIFE OF KATY REHABILITATION CEN,1222 PARK WEST GREEN DRIVE,KATY,TX,77493,PAUL KOVACS,PAUL KOVACS,VP OF OPERATIONS,09/30/2024
1398873,445339,,4,01/01/2024,05/09/2024,2,CLC OF HUMBOLDT  LLC,2400 MITCHELL STREET  P.O. BOX 620,HUMBOLDT,TN,38343,,,,
1398879,676484,,4,01/01/2024,04/30/2024,2,MONT BELVIEU REHABILITATION & HEALTH,14000 LAKES OF CHAMPIONS BLVD,MONT BELVIEU,TX,77523,JOYCE BELZ,JOYCE BELZ,CFO,09/30/2024
1398909,165449,,6,01/01/2024,04/30/2024,2,LONGHOUSE-NORTHSHIRE  LTD,711 WEST 11TH STREET,SPENCER,IA,51301-0177,,TIM CHRISTY,OWNERS REPRESENTATIVE,
1398912,225445,,4,01/01/2024,03/31/2024,2,BRAINTREE MANOR HEALTHCARE,1102 WASHINGTON STREET,BRAINTREE,MA,02184,BILL STEPHAN,BILL STEPHAN,CFO,08/20/2024
1398919,395777,,6,01/01/2024,04/30/2024,2,SUGAR CREEK STATION SNF & REHAB,351 CAUSEWAY DRIVE,FRANKLIN,PA,16323,DEBORAH BRODINE,DEBORAH BRODINE,PRESIDENT,10/01/2024
1398972,195324,,6,01/01/2024,02/29/2024,2,HERITAGE MANOR OF FRANKLINTON,2000 MAIN STREET,FRANKLINTON,LA,70438,THOMAS GOLDIE,THOMAS GOLDIE,DIRECTOR OF REIMBURSEMENT,05/15/2024
1398976,225616,,4,01/01/2024,02/21/2024,2,16 PLEASANT STREET INC.,16 PLEASANT STREET,BRIDGEWATER,MA,02324,PETER THISSE,PETER THISSE,CONTROLLER,08/12/2024
1399030,145289,,4,01/01/2024,02/08/2024,2,HELIA HEALTHCARE OF BELLEVILLE,40 N 64TH STREET,BELLEVILLE,IL,62223,,MICHAEL MILLS,CFO,
1399189,676285,,4,01/01/2024,05/16/2024,2,REMARKABLE HEALTHCARE OF FT WORTH,6649 NORTH RIVERSIDE DRIVE,FORT WORTH,TX,76137,LAURIE MCPIKE,LAURIE MCPIKE,ADMINISTRATOR,10/18/2024
1399255,055077,,6,10/11/2023,04/30/2024,2,COUNTRY VILLA BELMONT HEIGHT,1730 GRAND AVENUE,LONG BEACH,CA,90804,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1399393,455626,,11,01/01/2024,06/30/2024,2,OAKMONT GUEST CARE CENTER,2712 HURSTVIEW DR,HURST,TX,76054,LANCE MEEKINS,LANCE MEEKINS,CEO,09/23/2024
1399468,675212,,6,01/01/2024,03/31/2024,2,THE HOMESTEAD OF DENISON,1101 REBA MCENTIRE LANE,DENISON,TX,75020-9059,,CAMERAN JORDAN,SENIOR DIRECTOR,
1399532,555737,,4,01/01/2024,03/31/2024,2,SERENTO CASA SENIOR LIVING,1740 SAN DIMAS AVENUE,SAN DIMAS,CA,91773,,KRISTIN WALKER,VP OF FINANCE,
1399533,555768,,4,01/01/2024,03/31/2024,2,SERENTO ROSA SENIOR LIVING,17803 IMPERIAL HIGHWAY,YORBA LINDA,CA,92886,,KRISTIN WALKER,VP OF FINANCE,
1399543,055206,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA PLAZA HC,1209 HEMLOCK WAY,SANTA ANA,CA,92707,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1399550,105564,,5,12/01/2023,12/31/2023,2,RIO PINAR HEALTH CARE,7950 LAKE UNDERHILL ROAD,ORLANDO,FL,32822,,,,
1399557,165562,,6,01/01/2024,05/02/2024,2,MONROE CARE CENTER  INC.,120 N. 13TH STREET,ALBIA,IA,52531,PAYTEN KNOWLES,PAYTEN KNOWLES,ADMINISTRATOR,09/26/2024
1399583,315235,,4,01/01/2024,05/05/2024,1,RIVERSIDE HEALTH AND REHAB,325 JERSEY ST,TRENTON,NJ,08611,EPHRAIM FINK,EPHRAIM FINK,VP OF FINANCE CFO,11/22/2024
1399627,555085,,2,01/01/2024,03/31/2024,2,CLAREMONT MANOR CARE CENTER,621 W BONITA AVENUE,CLAREMONT,CA,91711,EDUARDO SALVADOR,EDUARDO SALVADOR,CFO,08/27/2024
1399633,675701,,2,01/01/2024,05/31/2024,2,LAWRENCE STREET HEALTH CARE CENTER,615 LAWRENCE STREET,TOMBALL,TX,77375,,,,
1399674,165489,,6,01/01/2024,05/22/2024,2,GOLDENROD MANOR CARE CENTER,225 W. LAPERLA DR,CLARINDA,IA,51632,JOSEPH DEWITT,JOSEPH DEWITT,CFO,10/10/2024
1399681,375330,,6,01/01/2024,05/13/2024,2,FORT GIBSON NURSING HOME,205 POPLAR STREET,FORT GIBSON,OK,74434,,,,
1399687,676036,,6,01/01/2024,03/31/2024,2,VISTA RIDGE NURSING & REHABILITATION,700 E. VISTA RIDGE MALL DR,LEWISVILLE,TX,75067,,CAMERAN JORDAN,SENIOR DIRECTOR,
1399694,185048,,4,01/01/2024,01/31/2024,2,COLONIAL CENTER,2365 NASHVILLE ROAD,BOWLING GREEN,KY,42101,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,10/28/2024
1399695,185170,,4,01/01/2024,01/31/2024,2,BRADFORD SQUARE,101 US HIGHWAY 27 SOUTH,FRANKFORT,KY,40601,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,10/28/2024
1399696,185401,,4,01/01/2024,01/31/2024,2,EDMONSON CENTER,813 S MAIN STREET,BROWNSVILLE,KY,42210,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,10/28/2024
1399697,185435,,4,01/01/2024,01/31/2024,2,MAGNOLIA VILLAGE,1381 CAMPBELL LANE,BOWLING GREEN,KY,42104,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,10/28/2024
1399804,225449,,4,01/01/2024,07/31/2024,2,HATHORNE HILL,15 KIRKBRIDGE DRIVE,DANVERS,MA,01923,,DIANE MORRIS,VP OF REIMBURSEMENT,
1399854,445543,,10,02/16/2024,06/30/2024,2,TSVH - CLEVELAND,1940 WESTLAND DR. SW,CLEVELAND,TN,37311,,,,
1399910,115777,,6,04/12/2024,06/30/2024,2,PRUITTHEALTH - CREEKSIDE  LLC,2021 SCOTT ROAD,AUGUSTA,GA,30906,,,,
1399914,145486,,4,01/01/2024,04/30/2024,2,APERION CARE SPRING VALLEY,1300 NORTH GREENWOOD STREET,SPRING VALLEY,IL,61362,LISA ULBERT,LISA ULBERT,CHIEF EXECUTIVE OFFICER,09/30/2024
1399931,265606,,4,01/01/2024,05/23/2024,2,SWEET SPRINGS VILLA,518 E MARSHALL,SWEET SPRINGS,MO,65351,,,,
1399961,445245,,4,01/01/2024,04/30/2024,2,FOOTHILLS TRANSITIONAL CARE & REHAB,1012 JAMESTOWN WAY,MARYVILLE,TN,37803,,,,
1399990,675811,,6,01/01/2024,03/31/2024,2,VICTORIA GARDENS OF FRISCO,10700 ROLATER DRIVE,FRISCO,TX,75035-2972,CAMERAN JORDAN,CAMERAN JORDAN,SENIOR DIRECTOR,08/23/2024
1399991,676039,,6,01/01/2024,03/31/2024,2,WINTERS PARK NURSING AND REHABILITAT,3737 N. GARLAND AVE,GARLAND,TX,75044,,CAMERAN JORDAN,SENIOR DIRECTOR,
1399999,015433,,2,11/17/2023,06/30/2024,2,ST. MARTINS IN THE PINES,4941 MONTEVALLO ROAD,BIRMINGHAM,AL,35210,MATTHEW WEISHAAR,MATTHEW WEISHAAR,CFO,10/15/2024
1400006,055480,,4,01/01/2024,03/31/2024,2,CALIF CONV HOSPITAL OF PASADENA INC.,120 BELLEFONTAINE,PASADENA,CA,91105,BEN GARRETT,BEN GARRETT,CEO,08/19/2024
1400038,185012,,5,10/20/2023,12/31/2023,2,HILLSIDE CENTER,1500 PRIDE AVENUE,MADISONVILLE,KY,42431,ELI GRINSPAN,ELI GRINSPAN,COO,10/29/2024
1400040,185333,,5,10/20/2023,12/31/2023,2,KLONDIKE CENTER,3802 KLONDIKE LANE,LOUISVILLE,KY,40218,ELI GRINSPAN,ELI GRINSPAN,COO,10/29/2024
1400078,366134,,9,01/01/2024,07/01/2024,2,HARDIN HILLS HEALTH CENTER,1211 WEST LIMA,KENTON,OH,43326,SHARON HUSTON,SHARON HUSTON,ADMINISTRATOR,10/22/2024
1400174,495333,,4,04/01/2024,06/30/2024,1,HIGHLAND RIDGE REHAB CENTER,5872 HANKS AVENUE,DUBLIN,VA,24084-2833,,,,
1400175,495339,,4,01/01/2024,06/30/2024,1,HOLLY MANOR REHAB AND NURSING,2003 COBB STREET,FARMVILLE,VA,23901,,,,
1400189,525165,,9,01/01/2024,06/30/2024,2,SAMARITAN HEALTH CENTER,531 E WASHINGTON STREET,WEST BEND,WI,53095,DAVID OWENS,DAVID OWENS,CONTROLLER,11/20/2024
1400195,525548,,4,01/01/2024,06/30/2024,2,PEABODY MANOR,2600 HERITAGE WOODS DRIVE,APPLETON,WI,54915,WILLIAM FLETT,WILLIAM FLETT,CFO,11/13/2024
1400288,265165,,4,01/01/2024,06/14/2024,2,CHARLESTON MANOR,1220 EAST MARSHALL,CHARLESTON,MO,63834,,,,
1400289,265847,,4,01/01/2024,08/07/2024,2,SONSHINE MANOR,300 S COTTONWOOD AVENUE,REPUBLIC,MO,65738,,,,
1400337,495099,,4,02/01/2024,06/30/2024,1,FAIRFAX REHABILITATION AND NURSING C,10701 MAIN STREET,FAIRFAX,VA,22030,,,,
1400341,495255,,4,10/01/2023,06/30/2024,1,SKYVIEW SPRINGS REHAB AND NURSING CE,30 MONTVUE DRIVE,LURAY,VA,22835,,JONATHAN LUSTBADER,CHIEF FINANCIAL OFFICER,
1400410,145821,,6,12/01/2023,12/31/2023,2,THE PEARL OF ELGIN,2355 ROYAL BLVD,ELGIN,IL,60123,ALAN SORSCHER,ALAN SORSCHER,CFO,10/08/2024
1400414,145980,,6,12/01/2023,12/31/2023,2,THE PEARL OF ST. CHARLES,850 DUNHAM ROAD,ST. CHARLES,IL,60174,ALAN SORSCHER,ALAN SORSCHER,CFO,10/07/2024
1400475,375340,,6,01/01/2024,05/13/2024,2,WALNUT GROVE LIVING CENTER,1001 S GEORGE NIGH EXPRESSWAY,MCALESTER,OK,74502,,,,
1400533,455952,,2,01/01/2024,05/31/2024,2,CLEVELAND HEALTH CARE CENTER,903 E HOUSTON STREET,CLEVELAND,TX,77327,,,,
1400541,555115,,6,01/01/2024,04/30/2024,2,OAKHURST SKILLED NRSG & WELLNESS CTR,40131 HIGHWAY 49,OAKHURST,CA,93644,,JIM MARSH,CFO,
1400546,675078,,6,01/01/2024,05/31/2024,2,THE OASIS AT GALLERIA,2808 STONEY BROOK DRIVE,HOUSTON,TX,77063,ZACHARY LAPIN,ZACHARY LAPIN,CEO,10/10/2024
1400614,225481,,2,01/01/2024,07/02/2024,2,NEW BEDFORD JEWISH CONVALESCENT HOME,200 HAWTHORN STREET,NEW BEDFORD,MA,02740,RHONDA REGO,RHONDA REGO,TRANSITION COORDINATOR,11/05/2024
1400732,445542,,9,10/25/2023,06/30/2024,2,JEFFERSON PARK AT WHITE PINE,407 LAURA LEE DRIVE,WHITE PINE,TN,37890,ROGER MYNATT,ROGER MYNATT,CEO,11/22/2024
1400741,495316,,4,01/01/2024,06/30/2024,1,LYNN CARE CENTER,1000 N SHENANDOAH AVE,FRONT ROYAL,VA,22630,JONATHAN LUSTBADER,JONATHAN LUSTBADER,CFO,12/04/2024
1400742,495433,,10,01/18/2024,06/30/2024,2,JONES & CABACOY VETERANS CARE CENTER,2641 NIMMO PKWY,VIRGINIA BEACH,VA,23456-9134,TAMMY DAVIDSON,TAMMY DAVIDSON,CFO,11/27/2024
1400822,185399,,4,01/01/2024,01/31/2024,2,HEARTLAND VILLA CENTER,8005 US HIGHWAY 60 WEST,LEWISPORT,KY,42210,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,10/28/2024
1400856,495306,,4,04/01/2024,06/30/2024,2,BLUE RIDGE NURSING THERAPY CONNECTIO,105 LANDMARK DRIVE,STUART,VA,24171,,,,
1400885,055060,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA WESTWOOD,12121 SANTA MONICA BLVD,LONG ANGELES,CA,90025,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1400886,056114,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA EAST NURSING CENTER,2415 SOUTH WESTERN AVENUE,LOS ANGELES,CA,90018,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/16/2024
1400920,455560,,4,01/01/2024,02/29/2024,2,MCALLEN NURSING CENTER,600 N CYNTHIA ST.,MCALLEN,TX,78501-8799,DEVORA KIRSCHNER,DEVORA KIRSCHNER,COO,10/09/2024
1400921,455561,,2,01/01/2024,05/31/2024,2,BEAUMONT HEALTH CARE CENTER,795 LINDBERGH DRIVE,BEAUMONT,TX,77707,,,,
1400930,055160,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA PAVILION HC,5916 W PICO BLVD,LOS ANGELES,CA,90035,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1400932,065388,,6,01/01/2024,05/31/2024,2,AURORA NURSING AND REHAB CENTER  LLC,2670 SOUTH ABILENE STREET WEST,AURORA,CO,80014,JORDAN LOPEZ,JORDAN LOPEZ,CONTROLLER,10/30/2024
1400942,106151,,10,10/11/2023,06/30/2024,2,ALWYNE C. CASHE STATE VETERANS NH,5255 RAYMOND ST.,ORLANDO,FL,32814,,,,
1401029,395552,,2,01/01/2024,06/30/2024,2,BETHLEN HOME,66 CAREY SCHOOL ROAD,LIGONIER,PA,15658,HOLLY VAREHA,HOLLY VAREHA,CFO,11/25/2024
1401049,675540,,2,01/01/2024,05/31/2024,2,LIBERTY HEALTH CARE CENTER,1206 N TRAVIS ST,LIBERTY,TX,77575,,,,
1401150,415090,,3,01/01/2024,06/23/2024,2,LINN HEALTH CARE,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914-2309,,,,
1401156,675004,,4,12/01/2023,06/30/2024,2,MOONFLOWER HEALTHCARE  INC.,253 ENTERPRISE DRIVE,MCKINNEY,TX,75069,ED WILSON,ED WILSON,ADMINISTRATOR,10/29/2024
1401186,115613,,4,11/01/2023,06/30/2024,2,GIBSON HEALTH OPCO LLC,434 BEALL SPRINGS ROAD,GIBSON,GA,30810,,,,
1401190,115673,,6,10/01/2023,06/30/2024,2,PRUITTHEALTH - LAUREL PARK  LLC,1050 HOSPITAL DRVIE,STOCKBRIDGE,GA,30281,TIM MOODY,TIM MOODY,DIRECTOR OF REIMBURSEMENT,11/27/2024
1401296,325132,,4,01/01/2024,04/30/2024,2,LAS CRUCES OF CASCADIA LLC,175 N ROADRUNNER PKWY,LAS CRUCES,NM,88011,NIGEL SANTIAGO,NIGEL SANTIAGO,CHIEF EXECUTIVE OFFICER,10/22/2024
1401314,676450,,11,01/01/2024,05/31/2024,2,TERRA BELLA HEALTH AND WELLNESS SUIT,12262 CITYSCAPE AVENUE,HOUSTON,TX,77047,,,,
1401319,055344,,4,10/11/2023,04/30/2024,2,COUNTRY VILLA CLAREMONT,590 SOUTH INDIAN HILL BLVD,CLAREMONT,CA,91711,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1401320,055504,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA SOUTH,3515 OVERLAND AVENUE,LOS ANGELES,CA,90034,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1401321,055710,,5,10/11/2023,04/30/2024,2,COUNTRY VILLA WILSHIRE,855  NORTH FAIRFAX AVENUE,LOS ANGELES,CA,90046,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/17/2024
1401331,105823,,9,10/01/2023,06/06/2024,2,THE ROHR HOME,2120 MARSHALL EDWARDS DRIVE,BARTOW,FL,33830,JUDITH TEWKSBURY,JUDITH TEWKSBURY,FISCAL MANAGER,12/03/2024
1401422,525673,,2,01/01/2024,04/30/2024,2,MAPLE RIDGE CARE CENTER,510 FIRST STREET,SPOONER,WI,54801,,,,
1401463,265384,,4,01/01/2024,05/20/2024,2,RIDGEVIEW LIVING COMMUNITY,500 BARRETT DRIVE,MALDEN,MO,63863,,,,
1401514,676160,,5,01/01/2024,02/29/2024,2,REGENT CARE CENTER OF KINGWOOD,23775 KINGWOOD PLACE,KINGWOOD,TX,77339,HAROLD HADLEY,HAROLD HADLEY,CHIEF FINANCIAL OFFICER,09/09/2024
1401518,676463,,11,01/01/2024,05/31/2024,2,CRIMSON HEIGHTS HEALTH AND WELLNESS,19279 MCKAY DRIVE,HUMBLE,TX,77338,,,,
1401531,155265,,4,12/01/2023,06/30/2024,2,WEDGEWOOD HEALTHCARE CENTER,101 POTTERS LANE,CLARKSVILLE,IN,47129,,,,
1401537,265469,,6,01/01/2024,05/27/2024,2,LEVERING REGIONAL HEALTH CARE CENTER,1734 MARKET STREET,HANNIBAL,MO,63401,,,,
1401552,525408,,4,01/01/2024,04/15/2024,2,ASPEN HEALTH AND REHAB,8274 EAST SAN ROAD,SOUTH RANGE,WI,54874-8621,KEIRA THOMAS,KEIRA THOMAS,CONTROLLER  RECEIVERSHIP GROUP,11/21/2024
1401588,265644,,4,01/01/2024,02/29/2024,2,MCLARNEY MANOR,215 E. PRATT,BROOKFIELD,MO,64628,,,,
1401613,225491,,4,01/01/2024,05/06/2024,2,SHREWSBURY NURSING & REHABILITATION,40 JULIO DRIVE,SHREWSBURY,MA,01545,BART MURPHY,BART MURPHY,DIRECTOR OF FINANCE,11/13/2024
1401666,285054,,4,01/01/2024,02/29/2024,2,AZRIA HEALTH OF MONTCLAIR,2525 SOUTH 135TH AVENUE,OMAHA,NE,68144,AARON KAMINER,AARON KAMINER,MANAGER,10/29/2024
1401668,285218,,5,01/01/2024,02/29/2024,2,AZRIA HEALTH OF MIDTOWN,910 S. 40TH STREET,OMAHA,NE,68105,AARON KAMINER,AARON KAMINER,MANAGER,10/29/2024
1401683,505383,,4,01/01/2024,07/31/2024,1,SULLIVAN PARK CARE CENTER,14820 EAST FOURTH,SPOKANE,WA,99216,TOM MITCHELL,TOM MITCHELL,CFO,12/20/2024
1401711,155488,,4,12/01/2023,06/30/2024,2,ROLLING HILLS HEALTHCARE CENTER,3625 ST JOSEPH ROAD,NEW ALBANY,IN,47150,,,,
1401712,155657,,4,12/01/2023,06/30/2024,2,HARRISON HEALTHCARE CENTER,150 BEECHMONT DR,CORYDON,IN,47112,,,,
1401713,155659,,4,12/01/2023,06/30/2024,2,SELLERSBURG HEALTHCARE CENTER,7823 OLD HIGHWAY ROAD #60,SELLERSBURG,IN,47172,,,,
1401725,345011,,4,01/01/2024,07/31/2024,1,PINE ACRES CENTER NURSING AND REHAB,279 BRIAN CENTER DRIVE,LEXINGTON,NC,27292,,YOSSIE EMANUEL,CHIEF EXECUTIVE OFFICER,
1401797,315522,,4,01/01/2024,03/31/2024,2,PROMEDICA NURSING & REHAB PISCATAWAY,10 STERLING DRIVE,PISCATAWAY,NJ,08854,DIANE MORRIS,DIANE MORRIS,VP OF REIMBURSEMENT,08/28/2024
1401800,455904,,4,01/01/2024,06/30/2024,2,FORNEY LAKE HEALTHCARE INC,9300 LAKEVIEW PARKWAY,ROWLETT,TX,75088,SCOTT HOWARD,SCOTT HOWARD,ADMINISTRATOR,10/30/2024
1401848,395783,,6,10/01/2023,09/30/2024,2,PETERS TOWNSHIP SKILLED NURSING AND,113 WEST MCMURRAY ROAD,MCMURRAY,PA,15317,DIANE MORRIS,DIANE MORRIS,VP REIMBURSEMENT,12/10/2024
1401903,245280,,2,10/01/2023,09/30/2024,2,LAKEVIEW METHODIST HEALTHCARE CENTER,610 SUMMIT DRIVE,FAIRMONT,MN,56031,DEBORAH BARNES,DEBORAH BARNES,ADMINISTRATOR,12/13/2024
1401904,245393,,1,10/01/2023,09/30/2024,2,GOOD SHEPHERD LUTHERAN HOME,PO BOX 747,RUSHFORD,MN,55971,RHONDA SPECE,RHONDA SPECE,CFO,12/16/2024
1401906,245446,,2,01/01/2024,06/30/2024,2,BLC COLD SPRING ASSUMPTION HOME,715 NORTH FIRST STREET,COLD SPRING,MN,56320,,KEVIN RYMANOWSKI,CFO,
1401934,505096,,4,01/01/2024,07/31/2024,1,TOPPENISH NURSING & REHAB CENTER,802 W THIRD STREET,TOPPENISH,WA,98948,TOM MITCHELL,TOM MITCHELL,CFO,12/20/2024
1401935,505413,,4,01/01/2024,07/31/2024,1,COLONIAL VISTA POST ACUTE & REHABILI,625 OKANOGAN AVENUE,WENATCHEE,WA,98801,TOM MITCHELL,TOM MITCHELL,CFO,12/20/2024
1401991,345149,,4,01/01/2024,07/31/2024,1,MILL CREEK CENTER NURSING AND REHAB,4911 BRIAN CENTER LANE,WINSTON SALEM,NC,27106,,YOSSIE EMANUEL,CHIEF EXECUTIVE OFFICER,
1402009,675743,,11,10/01/2023,09/30/2024,2,OCEANVIEW HEALTHCARE  INC.,519 NINTH AVE N,TEXAS CITY,TX,77590,DAVID CARLSTON,DAVID CARLSTON,ADMINISTRATOR,12/19/2024
1402010,675766,,11,10/01/2023,09/30/2024,2,CHAPARRAL HEALTHCARE  INC.,3401 EAST AIRLINE ROAD,VICTORIA,TX,77901,TANIKA BAILEY,TANIKA BAILEY,ADMINISTRATOR,12/19/2024
1402011,675900,,11,10/01/2023,09/30/2024,2,WHISPERING PINES HEALTHCARE  INC.,HWY 19 SOUTH  808 S. ROBB,TRINITY,TX,75862-7602,CHARLES JAMES,CHARLES JAMES,ADMINISTRATOR,12/19/2024
1402012,675925,,11,10/01/2023,09/30/2024,2,HUB CITY HEALTHCARE  LLC,3710 FOURTH STREET,LUBBOCK,TX,79415,AUGUSTUS GRAY,AUGUSTUS GRAY,AUGRAY@ENSIGNSERVICES.NET,12/19/2024
1402022,025025,,4,01/01/2024,07/31/2024,1,PRESTIGE CARE & REHAB CENTER OF ANCH,9100 CENTENNIAL DRIVE,ANCHORAGE,AK,99504,TOM MITCHELL,TOM MITCHELL,CFO,12/20/2024
1402036,185176,,4,01/01/2024,07/31/2024,1,CLIFTON OAKS CARE AND REHAB CENTER,446 MOUNT HOLLY AVE,LOUISVILLE,KY,40206,MORGAN WRIGHT,MORGAN WRIGHT,MANAGER OF REPORTING,12/30/2024
1402064,366379,,2,12/29/2023,06/30/2024,2,ELIZA AT CHAGRIN FALLS,16695 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,44023,KATHLEEN SHIELDS,KATHLEEN SHIELDS,DIRECTOR OF FINANCE,11/25/2024
1402072,495395,,2,10/01/2023,09/30/2024,2,FORT NORFOLK RETIREMENT COMMUNITY  I,ONE COLLEY AVENUE,NORFOLK,VA,23510,ROBERT BRAUBITZ,ROBERT BRAUBITZ,CFO,12/26/2024
1402106,155312,,4,12/01/2023,06/30/2024,2,INDIAN CREEK HEALTHCARE CENTER,240 BEECHMONT DR,CORYDON,IN,47112,,,,
1402125,555808,,6,01/01/2024,07/31/2024,1,THE REHABILITATION CENTER OF SANTA M,1338 20TH STREET,SANTA MONICA,CA,90404,,,,
1402130,035251,,4,01/01/2024,04/30/2024,2,NORTH CHANDLER PLACE,2555 N PRICE ROAD,CHANDLER,AZ,85223,,,,
1402132,056042,,6,10/11/2023,04/30/2024,2,COUNTRY VILLA BAY VISTA,5901 DOWNEY AVENUE,LONG BEACH,CA,90805,SHUN TONG,SHUN TONG,VICE PRESIDENT OF REIMBURSEMENT,09/13/2024
1402162,235640,,4,01/01/2024,06/07/2024,2,MEADOW WOODS NURSING & REHAB CENTER,42235 COUNTY ROAD 390,BLOOMINGDALE,MI,49026,BRIAN REYNOLDS,BRIAN REYNOLDS,PRESIDENT,11/26/2024
1402171,345298,,4,10/01/2023,09/30/2024,1,THE LAURELS OF PENDER,311 S CAMPBELL STREET,BURGAW,NC,28425,ANIS KHAN,ANIS KHAN,CHIEF FINANCIAL OFFICER,01/09/2025
1402185,676095,,11,10/01/2023,09/30/2024,2,AMERICAN ROBIN HEALTHCARE  INC.,3200 W. SLAUGHTER LANE,AUSTIN,TX,78748,ADAM CARNES,ADAM CARNES,ADMINISTRATOR,12/19/2024
1402186,676137,,11,10/01/2023,09/30/2024,2,ARMSTRONG HEALTHCARE  INC.,8902 WEST RD,HOUSTON,TX,77064,AARON FARNSWORTH,AARON FARNSWORTH,ADMINISTRATOR,12/19/2024
1402187,676194,,11,10/01/2023,09/30/2024,2,CANE ISLAND HEALTHCARE  INC.,21727 PROVINCIAL BLVD,KATY,TX,77450,KYLE PETERSON,KYLE PETERSON,ADMINISTRATOR,12/19/2024
1402188,676251,,11,10/01/2023,09/30/2024,2,MISTY WILLOW HEALTHCARE  INC.,12921 MISTY WILLOW,HOUSTON,TX,77070,NARINDERPAL GILL,NARINDERPAL GILL,ADMINISTRATOR,12/19/2024
1402189,676267,,11,10/01/2023,09/30/2024,2,MOCKINGBIRD HEALTHCARE  INC.,2101 FRATE BARKER ROAD,AUSTIN,TX,78748,ROSS BRADFIELD,ROSS BRADFIELD,ADMINISTRATOR,12/19/2024
1402190,676272,,11,10/01/2023,09/30/2024,2,TREATY HEALTHCARE  INC.,1640 FAIRWAY,KYLE,TX,78640,GABRIEL BARRAZA,GABRIEL BARRAZA,ADMINISTRATOR,12/16/2024
1402191,676312,,11,10/01/2023,09/30/2024,2,BERTETTI HEALTHCARE  INC.,222 BERTETTI DRIVE,SAN ANTONIO,TX,78227,ROBERT GRAY,ROBERT GRAY,ADMINISTRATOR,12/16/2024
1402192,676459,,11,10/01/2023,09/30/2024,2,MUSTANG RIDGE HEALTHCARE,8324 CAMERON ROAD,AUSTIN,TX,78754,RACHEL HURLEY,RACHEL HURLEY,ADMINISTRATOR,12/17/2024
1402195,065325,,2,11/28/2023,06/30/2024,2,ST FRANCIS NURSING CENTER,7550 ASSISI HEIGHTS,COLORADO SPRINGS,CO,80919,,,,
1402213,195291,,6,03/01/2024,05/13/2024,2,HERITAGE MANOR OF FERRIDAY,110 SERIO BOULEVARD,FERRIDAY,LA,71334,CHARLES A. MOODY  III,CHARLES A. MOODY  III,MEMBER,10/24/2024
